Durationinseconds,LocationLatitude,LocationLongitude,ResponseID,id,hav_gender,male,female,gender_nonbinary,hav_age,age,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_75_plus,age_85_plus,age_34_less,age_35_54,age_55_plus,hav_hh_income,hh_income,hh_income_less_25k,hh_income_25k_35k,hh_income_35k_50k,hh_income_50k_75k,hh_income_75k_100k,hh_income_100k_150k,hh_income_150k_200k,hh_income_200k_plus,hh_income_less_50k,hh_income_50k_100k,hh_income_100k_plus,consent,honest,USA,state,hav_region,region_west,region_northeast,region_midwest,region_south,res_Hawaii,strat,fpc,pw,ZIP,province_Canada,ZIP_Canada,state_Australia,state_NewZealand,pastvisit_state_hawaii,visited_Maui,visited_Oahu,visited_BigIsland,visited_Kauai,visited_Molokai,visited_Lanai,futurevisit_state_hawaii,yes_futurevisit_state_hawaii,maybe_futurevisit_state_hawaii,futurevisit_Maui,futurevisit_Oahu,futurevisit_BigIsland,futurevisit_Kauai,futurevisit_Molokai,futurevisit_Lanai,futurevisit_not_sure,WhyTravelNo,WhyTravelMaybe,worried_covid_travel,other_travel_plans,do_not_make_plans_far_advance,worried_waiting_conditions,worried_waiting_vaccine,res_island,hav_FamiliarTNC,FamiliarTNC_Mission,levels_familarityTNC,NeverHeardTNC,HeardTNC_NotMission,SomewhatFamiliarTNC,FamiliarTNC_VisitedLands,levels_prev_donateTNC,prev_donateTNC,donateTNC_once,donateTNC_few,donateTNC_regularly,donateTNC_monthly,donateTNC_annually,prevTNC_amt_donate,prev_visitWaikamoi_Yes,prev_visitWaikamoi_No,prev_visitWaikamoi_NotSure,year_visit_Waikamoi,PrevKnowledge_Biodiversity,PrevKnowledge_Plants,PrevKnowledge_Kiwikiu,PrevKnowledge_Akoh,PrevKnowledge_HPetrel,PrevKnowledge_HOwl,PrevKnowledge_Nene,PrevKnowledge_Iiwi,PrevKnowledge_Apapane,PrevKnowledge_Amakihi,PrevKnowledge_Alauahio,PrevKnowledge_ROD,PrevKnowledge_Issues,PrevKnowledge_Invasives,PrevKnowledge_BiodiversityLoss,PrevKnowledge_AvianPox,PrevKnowledge_Waikamoi,CV_donate_yes,CV_donate_bid,CV_donate_certain,CV_NOTdonate_certain,CV_donate_amt,CV_protest,CV_not_afford,CV_othercauses,AwareHike,SignUpHike,SignUpHikeYes,SignUpHikeMaybe,No_SignUpHike_Birds,No_SignUpHike_WaterSports,No_SignUpHike_NoHike,cat_birds_observe,sea_shore_birds,waterfowl_birds,song_birds,humming_birds,raptor_birds,game_birds,tropical_birds,lister,life_lister,year_lister,hav_trip_100mi,trip_100mi_plus_more_monthly,trip_100mi_plus_monthly,trip_100mi_plus_quarterly,trip_100mi_plus_semi_yearly,trip_100mi_plus_once_year,trip_100mi_plus_once_twoyears,yes_freq_trip_100mi_plus,hav_dest,dest_driving,dest_fly,obsr_other,obsr_plants,obsr_bees,obsr_butterflies,obsr_dragonflies,obsr_otherwildlife,obsr_few_otherbirders,obsr_more_otherbirders,obsr_vistas,obsr_forests,obsr_freshwater,obsr_saltwater,obsr_fields,believeTNC,believeTNC_fully,TNC_level_protect_enough,society_level_protect_enough,hav_member,member_env_org,TNC_member,SierraClub_member,Audubon_member,ABA_member,Cornell_member,NWF_member,WWF_member,hav_politics,conservative_politics,hav_race,race_white,race_black,race_asian,race_indigenous,hav_hispanic,hispanic,hav_edu,edu_hs,edu_hs_orless,edu_aa,edu_college,edu_grad,edu_college_plus,edu_less_thancollege,hav_employed,employed,retired,looking_work,unemployed,part_time,household_size,hav_kids,kids,yes_kids,hav_married,married,levels_usage_Facebook,levels_usage_Instagram,levels_usage_Twitter,levels_usage_socialmedia,ag_levels_usage_socialmedia,socialmedia_user,pct_covid_hh_income_change,CV_donate_no,tot_yes,tot_no,prop_CV_donate_yes_full,tot_yes_certain,tot_no_certain,prop_CV_donate_yes_certain,CV_donate_pos
1184,19.653107,-155.9798,R_1FlHjdl2bt9MLqo,796,1,1,0,0,1,80,0,0,0,0,0,0,1,1,0,0,0,1,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96738,,,,,,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0,0,3,1,1,3,0,0,1,0,3,1,0,1,0,0,0,0,1,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1500,1,1,0,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,1,0,1,1,1,1,1,0,0,1,34,86,.28333333,31,86,.26495728,0
2068,42.212494,-70.996101,R_1hAqO84sNSP6qlN,153,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,6241,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1500,1,1,1500,,0,0,0,1,1,0,0,0,0,"1,3,7",1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,1,1,1,1,0,6,6,6,6,4,1,-90,0,34,86,.28333333,31,86,.26495728,1
829,34.880295,-87.742401,R_24BZNlQBV61Mfw6,668,1,0,1,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,35633,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,1,1,1500,,0,0,0,1,1,0,0,0,0,"5,6",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,"5,9,12",1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,1,0,6,5,1,6,4,1,0,0,34,86,.28333333,31,86,.26495728,1
862,40.746307,-74.155296,R_3EszgO5hM9A84mw,171,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,31,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,8854,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,0,0,1,0,5,7,7,7,5,1,0,1,34,86,.28333333,31,86,.26495728,0
979,21.357101,-157.9258,R_2S66CRkNRuvC3kE,830,1,1,0,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96734,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1500,1,1,0,,1,0,0,0,0,0,0,0,1,"1,6,7",1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,34,86,.28333333,31,86,.26495728,0
1088,39.329803,-76.635002,R_2cCTfQpvwbT4Wpb,868,1,1,0,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,46,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,84737,,,,,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,0,0,0,0,0,1,"2,6",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,6,1,4,1,1,0,6,6,1,6,4,1,-52.5,1,34,86,.28333333,31,86,.26495728,0
1360,37.795807,-122.4203,R_3iF6ImZa7QoW0Oa,208,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,94552,,,,,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,,,0,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1500,1,1,0,,1,0,0,1,1,0,0,0,0,"1,2,3,7",1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,4,1,2,1,1,0,6,5,6,6,4,1,-10,1,34,86,.28333333,31,86,.26495728,0
1190,21.326599,-157.86211,R_3scOqmAbucJdTdr,905,1,1,0,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,200,0,0,0,0,0,0,0,1,0,0,1,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96701,,,,,,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,,,0,0,0,0,0,2,1,1,2,0,1,0,0,2,1,1,0,0,0,0,100,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1500,1,0,200,,1,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,0,0,1,0,1,1,1,1,1,0,-10,1,34,86,.28333333,31,86,.26495728,1
652,34.700195,-77.134003,R_1DSDUYUhiZbJhEM,177,1,0,1,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,31,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,57874,,,,,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1500,1,1,1500,,0,0,1,1,1,0,0,0,0,"2,3,4,6,7",0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,"1,8,9,10,11",1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,1,1,1,1,0,5,7,5,7,5,1,90,0,34,86,.28333333,31,86,.26495728,1
1136,30.312195,-81.724297,R_b3JUoXpbIMs2YhP,713,1,0,1,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,10,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,32210,,,,,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,,0,0,0,0,0,,1,1,4,0,0,0,1,3,1,0,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1500,1,1,1500,,0,0,1,1,1,0,0,0,0,"1,2,3,4,5",1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,"1,3",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,1,1,1,0,2,2,2,2,2,1,37.5,0,34,86,.28333333,31,86,.26495728,1
717,37.972305,-81.148697,R_4Z6VUVyTb6y8lvX,693,1,0,1,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,50,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,25901,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,2,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,500,,1,0,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,1,0,1,1,1,1,1,0,-52.5,1,34,86,.28333333,31,86,.26495728,1
12454,39.387604,-74.5149,R_1GPn5GMWXJPD9g2,852,1,1,0,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,31,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,8402,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,0,0,0,0,0,1,"1,3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,-10,1,34,86,.28333333,31,86,.26495728,0
1799,21.453506,-158.0193,R_3FKTCk31to9Pu3Q,148,1,1,0,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96731,,,,,,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,,,0,0,0,0,0,2,1,1,4,0,0,0,1,4,1,0,0,1,0,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1500,1,0,100,,1,0,1,1,0,1,0,0,0,"1,2",1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,"1,5,9,10,11",1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,0,1,0,7,5,1,7,5,1,-67.5,1,34,86,.28333333,31,86,.26495728,1
3184,32.590805,-86.216003,R_3qBSGU9JgUIqbZ7,134,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,36080,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,1,1,0,0,0,0,"1,2,3,4,7",1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,"1,3,4,5,8,9,10,11,12",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,1,0,6,1,1,6,4,1,10,1,34,86,.28333333,31,86,.26495728,0
1663,45.557205,-92.415001,R_3G0V1S6ByoBTiyr,467,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,51,1,0,0,1,0,Non-Hawai'i Res.,1,325746944,417089.56,54853,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,1,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,1,1,0,0,0,0,"3,4,5",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,1,0,1,4,1,4,2,1,0,1,34,86,.28333333,31,86,.26495728,0
1041,27.953903,-82.296097,R_9vOPOsVFBYeWsff,541,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,10,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,33511,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,0,0,0,0,0,0,"1,2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,90,1,34,86,.28333333,31,86,.26495728,0
1120,26.599106,-80.128403,R_3PUf5OMvWeP546F,560,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,10,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,33467,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,5,,1,0,0,1,0,1,0,0,1,"1,7",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,"5,8",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,5,1,1,5,3,1,0,1,34,86,.28333333,31,86,.26495728,1
800,46.592194,-120.53,R_2ebbYMjdPba6Wou,719,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,49,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,98902,,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1500,1,1,1500,,0,0,0,1,1,0,0,0,0,"3,4,7",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,4,1,1,1,1,0,7,5,5,7,5,1,-22.5,0,34,86,.28333333,31,86,.26495728,1
995,43.149307,-76.222099,R_2qruGb1utypvkbp,236,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,33,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,13088,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,0,0,0,0,0,0,"3,7",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,6,6,1,6,4,1,0,1,34,86,.28333333,31,86,.26495728,0
1138,21.319504,-157.85251,R_1r6YuCSbyVCvf5G,787,1,1,0,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96818,,,,,,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1500,1,1,0,1,0,0,0,0,0,0,0,0,1,"3,7",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,0,0,1,0,4,1,1,4,2,1,0,1,34,86,.28333333,31,86,.26495728,0
797,39.427597,-74.707497,R_vwCIivvyG6dblkd,769,1,1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,31,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,8234,,,,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,,1,1,2,0,1,0,0,3,1,0,1,0,0,0,0,0,1,0,,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1500,1,1,1500,,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,7,1,1,1,1,0,7,5,5,7,5,1,0,0,34,86,.28333333,31,86,.26495728,1
685,40.762299,-73.872398,R_1NlAw3noYtR0dBj,213,1,1,0,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,90305,,,,,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,,,0,0,0,0,0,,1,1,3,0,0,1,0,4,1,0,0,1,1,0,1200,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1500,1,1,1500,,0,0,1,1,1,0,0,0,0,"2,4,5,6,7",0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,"1,3,4,6,8,9,11",1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,2,1,1,0,7,7,7,7,5,1,37.5,0,34,86,.28333333,31,86,.26495728,1
3667,38.406296,-121.4287,R_qyCP0i4GbU3uf97,73,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,95829,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,0,0,0,0,0,0,0,0,1,"3,4,7",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,2,1,1,0,5,1,1,5,3,1,-10,1,34,86,.28333333,31,86,.26495728,0
780,31.945496,-110.9973,R_1exg8o5Thletex2,494,1,1,0,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,85710,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,1,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,,1,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,34,86,.28333333,31,86,.26495728,0
